Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2025,Fall,2025-fa,ACCY,302,Decision Making for Atg,LCD,7,9,5,9,5,0,2,2,0,0,1,0,0,0,40,"Choy, So Yeoun"
2025,Fall,2025-fa,ACCY,302,Decision Making for Atg,LCD,5,10,6,6,9,2,1,1,0,0,0,0,0,0,40,"Choy, So Yeoun"
2025,Fall,2025-fa,ACCY,302,Decision Making for Atg,LCD,8,7,8,7,7,1,2,0,0,0,0,0,0,0,40,"Curtis, Susan M"
2025,Fall,2025-fa,ACCY,302,Decision Making for Atg,LCD,0,6,8,10,7,6,1,0,0,0,0,0,0,0,38,"Curtis, Susan M"
2025,Fall,2025-fa,ACCY,302,Decision Making for Atg,LCD,3,6,5,4,7,5,4,1,1,0,1,0,0,1,37,"Curtis, Susan M"
2025,Fall,2025-fa,ACCY,302,Decision Making for Atg,LCD,2,13,5,7,6,0,5,2,0,0,0,0,0,0,40,"Choy, So Yeoun"
2025,Fall,2025-fa,ACCY,303,Atg Institutions and Reg,LCD,10,8,6,1,2,4,2,1,0,0,1,0,0,0,35,"Ren, Bo"
2025,Fall,2025-fa,ACCY,303,Atg Institutions and Reg,LCD,5,9,1,4,2,3,5,1,1,1,1,0,1,0,34,"Ren, Bo"
2025,Fall,2025-fa,ACCY,303,Atg Institutions and Reg,LCD,7,10,3,3,8,0,0,0,1,1,1,0,0,0,34,"Ren, Bo"
2025,Fall,2025-fa,ACCY,303,Atg Institutions and Reg,LCD,10,4,6,6,3,2,1,1,0,1,1,0,0,0,35,"Pachera, Susan"
2025,Fall,2025-fa,ACCY,303,Atg Institutions and Reg,LCD,8,2,4,2,2,3,2,4,0,0,0,0,1,0,28,"Pachera, Susan"
2025,Fall,2025-fa,ACCY,303,Atg Institutions and Reg,LCD,13,5,3,1,4,4,3,1,0,0,0,0,0,1,34,"Pachera, Susan"
2025,Fall,2025-fa,ACCY,304,Accounting Control Systems,LCD,0,10,6,6,6,4,3,1,0,0,1,0,0,0,37,"Williamson, Michael"
2025,Fall,2025-fa,ACCY,304,Accounting Control Systems,LCD,0,11,6,10,9,1,2,0,0,0,0,0,0,0,39,"Williamson, Michael"
2025,Fall,2025-fa,ACCY,304,Accounting Control Systems,LCD,4,5,6,7,10,3,3,0,0,0,0,0,0,0,38,"Dahle, Andrew J"
2025,Fall,2025-fa,ACCY,304,Accounting Control Systems,LCD,6,4,7,7,9,3,2,0,0,0,0,0,0,0,38,"Dahle, Andrew J"
2025,Fall,2025-fa,ACCY,304,Accounting Control Systems,LCD,1,12,2,7,9,2,3,2,0,0,0,0,0,0,38,"Dahle, Andrew J"
2025,Fall,2025-fa,ACCY,312,Principles of Taxation,LCD,1,4,8,3,8,3,1,1,1,0,0,0,0,0,30,"Richter, Stefan J"
2025,Fall,2025-fa,ACCY,312,Principles of Taxation,LCD,2,5,8,4,10,0,0,1,0,0,0,0,0,0,30,"Richter, Stefan J"
2025,Fall,2025-fa,ACCY,312,Principles of Taxation,LCD,0,4,10,5,5,4,1,1,0,0,0,0,0,0,30,"Richter, Stefan J"
2025,Fall,2025-fa,ACCY,312,Principles of Taxation,LCD,6,6,4,4,5,3,3,0,1,0,0,0,0,0,32,"Vuong, Anh"
2025,Fall,2025-fa,ACCY,312,Principles of Taxation,LCD,0,4,4,4,2,3,0,3,1,0,0,0,0,0,21,"Vuong, Anh"
2025,Fall,2025-fa,ACCY,312,Principles of Taxation,LCD,4,3,8,9,2,0,3,0,0,0,0,0,0,0,29,"Vuong, Anh"
2025,Fall,2025-fa,ACCY,398,Practical Problems in Atg,ONL,0,20,0,0,2,0,0,0,0,0,0,0,1,0,23,"Hutchens, Matthew"
2025,Fall,2025-fa,ACCY,405,Assurance and Attestation,LCD,2,15,8,3,2,3,1,0,0,0,0,0,0,0,34,"Stirnkorb, Sebastian"
2025,Fall,2025-fa,ACCY,405,Assurance and Attestation,LCD,0,9,9,8,3,4,0,0,0,0,0,0,0,0,33,"Thompson, Anne M"
2025,Fall,2025-fa,ACCY,405,Assurance and Attestation,LCD,1,20,7,1,2,0,0,0,0,0,0,0,0,2,31,"Stirnkorb, Sebastian"
2025,Fall,2025-fa,ACCY,405,Assurance and Attestation,LCD,1,25,3,2,3,1,0,0,0,0,0,0,0,0,35,"Rogowski, Edward J"
2025,Fall,2025-fa,ACCY,405,Assurance and Attestation,LCD,0,4,4,10,9,4,0,1,0,0,0,0,0,0,32,"Thompson, Anne M"
2025,Fall,2025-fa,ACCY,405,Assurance and Attestation,LCD,0,10,7,4,6,1,1,0,0,0,0,0,0,0,29,"Stirnkorb, Sebastian"
2025,Fall,2025-fa,ACCY,410,Advanced Financial Reporting,LCD,5,4,1,1,4,1,1,1,2,0,1,0,0,0,21,"Kustanovich, Michael"
2025,Fall,2025-fa,ACCY,410,Advanced Financial Reporting,LCD,2,10,4,4,4,5,1,0,1,0,0,0,1,0,32,"Kustanovich, Michael"
2025,Fall,2025-fa,ACCY,410,Advanced Financial Reporting,LCD,3,6,4,11,9,1,0,0,0,0,0,0,0,0,34,"Ibrahim, Adel Nematallah"
2025,Fall,2025-fa,ACCY,410,Advanced Financial Reporting,LCD,0,6,0,6,8,1,0,0,0,0,0,0,0,1,21,"Ibrahim, Adel Nematallah"
2025,Fall,2025-fa,ACCY,451,Advanced Income Tax Problems,LCD,1,10,2,3,5,2,2,2,0,0,1,0,0,0,28,"Beardsley, Erik L"
2025,Fall,2025-fa,ACCY,451,Advanced Income Tax Problems,LCD,0,7,6,4,5,2,3,0,0,0,0,0,0,0,27,"Holder, Charles B"
2025,Fall,2025-fa,ACCY,451,Advanced Income Tax Problems,LCD,5,5,3,3,3,3,1,0,0,0,0,0,0,0,23,"Donohoe, Michael P"
2025,Fall,2025-fa,ACCY,451,Advanced Income Tax Problems,LCD,0,6,7,9,3,0,1,0,0,0,0,0,0,0,26,"Beardsley, Erik L"
2025,Fall,2025-fa,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ONL,787,39,14,7,0,0,2,0,0,0,0,0,8,2,857,"Urcan, Oktay"
2025,Fall,2025-fa,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ONL,18,0,1,0,0,0,0,0,0,0,0,0,2,0,21,"Urcan, Oktay"
2025,Fall,2025-fa,ACCY,501,Accounting Analysis I A,ONL,29,41,21,12,13,6,2,2,0,0,0,0,7,0,133,"Augusto Sampaio, Gerlando"
2025,Fall,2025-fa,ACCY,501,Accounting Analysis I B,ONL,49,42,19,5,5,2,0,2,0,0,0,0,2,0,126,"Augusto Sampaio, Gerlando"
2025,Fall,2025-fa,ACCY,501,Accounting Analysis I A,ONL,5,3,6,3,2,0,0,1,0,0,0,0,1,1,21,"Augusto Sampaio, Gerlando"
2025,Fall,2025-fa,ACCY,502,Accounting Analysis II,LCD,18,7,8,3,2,0,0,1,2,0,0,0,0,1,41,"Schwartz, Rachel"
2025,Fall,2025-fa,ACCY,502,Accounting Analysis II,LCD,10,8,10,6,2,2,2,0,1,0,0,0,0,0,41,"Schwartz, Rachel"
2025,Fall,2025-fa,ACCY,502,Accounting Analysis II A,ONL,5,23,9,11,11,2,1,1,0,0,0,0,0,0,63,"Mendoza, Scott A"
2025,Fall,2025-fa,ACCY,502,Accounting Analysis II B,ONL,25,16,13,3,3,1,0,0,0,0,0,0,0,0,61,"Mendoza, Scott A"
2025,Fall,2025-fa,ACCY,502,Accounting Analysis II,LCD,11,8,3,3,7,4,2,1,2,0,0,0,0,0,41,"Schwartz, Rachel"
2025,Fall,2025-fa,ACCY,503,Managerial Accounting,ONL,671,146,38,36,26,6,10,3,4,1,0,2,9,1,952,"Zhang, Li"
2025,Fall,2025-fa,ACCY,503,Managerial Accounting,ONL,56,18,4,5,5,0,0,1,0,1,0,0,5,1,95,"Chen, Xiaoling"
2025,Fall,2025-fa,ACCY,504,Auditing,LCD,0,36,5,1,1,0,0,0,0,0,0,0,0,0,43,"Rozario, Andrea M"
2025,Fall,2025-fa,ACCY,504,Auditing,LCD,0,30,7,2,0,0,0,0,0,0,0,0,0,0,39,"Rozario, Andrea M"
2025,Fall,2025-fa,ACCY,504,Auditing A,ONL,2,177,51,19,6,4,2,0,0,0,0,0,1,0,262,"Peecher, Mark E"
2025,Fall,2025-fa,ACCY,504,Auditing B,ONL,0,117,76,32,27,4,1,2,0,0,0,0,2,0,261,"Peecher, Mark E"
2025,Fall,2025-fa,ACCY,504,Auditing,LCD,0,18,7,4,0,0,0,0,0,0,0,0,0,0,29,"Rozario, Andrea M"
2025,Fall,2025-fa,ACCY,505,Federal Taxation,LCD,17,4,1,6,1,3,2,2,2,1,0,0,0,0,39,"Alt, Amanda J"
2025,Fall,2025-fa,ACCY,505,Federal Taxation,LCD,11,7,2,4,2,0,0,0,0,0,0,0,0,0,26,"Alt, Amanda J"
2025,Fall,2025-fa,ACCY,505,Federal Taxation,LCD,5,11,6,9,1,2,0,1,0,0,0,0,0,0,35,"Hutchens, Matthew"
2025,Fall,2025-fa,ACCY,505,Federal Taxation A,ONL,34,105,41,35,7,6,0,0,0,0,0,0,4,1,232,"Hutchens, Matthew"
2025,Fall,2025-fa,ACCY,505,Federal Taxation B,ONL,65,115,32,12,3,1,1,0,0,0,0,0,0,0,229,"Hutchens, Matthew"
2025,Fall,2025-fa,ACCY,505,Federal Taxation,LCD,8,6,2,6,6,5,2,2,1,0,0,0,0,0,38,"Alt, Amanda J"
2025,Fall,2025-fa,ACCY,506,Advanced Financial Reporting,ONL,13,17,9,8,5,3,1,1,0,0,1,0,1,0,59,"Kustanovich, Michael"
2025,Fall,2025-fa,ACCY,510,Financial Reporting Standards,LCD,0,20,0,7,3,2,0,0,0,0,0,0,0,0,32,"Mongold, Cassie A"
2025,Fall,2025-fa,ACCY,510,Financial Reporting Standards,LCD,0,24,0,4,3,1,0,0,0,0,0,0,0,0,32,"Mongold, Cassie A"
2025,Fall,2025-fa,ACCY,512,Data Analytics for Mgmt Acctg,LCD,2,26,3,2,0,0,0,0,0,0,0,0,0,0,33,"Lu, Zhenzhong L"
2025,Fall,2025-fa,ACCY,517,Financial Statement Analysis,LCD,7,12,3,2,1,0,0,0,0,0,0,0,0,0,25,"Li, Yue"
2025,Fall,2025-fa,ACCY,517,Financial Statement Analysis,LCD,3,9,4,4,1,0,0,1,0,0,0,0,0,0,22,"Li, Yue"
2025,Fall,2025-fa,ACCY,531,FSA for MBAs,ONL,0,128,5,2,3,0,1,0,0,0,0,0,1,1,140,"Chen, Ciao-Wei"
2025,Fall,2025-fa,ACCY,532,Accounting for M&As,ONL,230,17,1,2,1,0,1,0,0,1,0,0,3,0,256,"Urcan, Oktay"
2025,Fall,2025-fa,ACCY,551,Corporate Income Taxation,LCD,0,7,5,11,11,0,0,0,0,0,0,0,0,0,34,"Sternburg, Thomas"
2025,Fall,2025-fa,ACCY,556,Tax Research,LCD,0,24,0,0,3,0,0,0,0,0,0,0,0,0,27,"Holder, Daniel E"
2025,Fall,2025-fa,ACCY,556,Tax Research,LCD,0,27,0,0,2,0,0,0,0,0,0,0,0,0,29,"Holder, Daniel E"
2025,Fall,2025-fa,ACCY,569,Data Driven Decisions in Acctg,ONL,34,19,7,5,2,0,1,0,0,0,1,0,1,0,70,"Guymon, Ronald N"
2025,Fall,2025-fa,ACCY,570,Data Analytics Foundations,ONL,10,12,2,1,0,0,0,0,0,0,0,0,0,0,25,"Lu, Zhenzhong L"
2025,Fall,2025-fa,ACCY,570,Data Analytics Foundations,ONL,9,12,4,1,1,0,0,0,0,0,0,0,0,0,27,"Lu, Yifei"
2025,Fall,2025-fa,ACCY,570,Data Analytics Foundations,ONL,3,14,4,1,3,0,0,0,0,0,0,0,0,0,25,"Lu, Yifei"
2025,Fall,2025-fa,ACCY,570,Data Analytics Foundations,ONL,3,13,6,0,1,0,0,0,0,0,0,0,0,0,23,"Lu, Yifei"
2025,Fall,2025-fa,ACCY,570,Data Analytics Foundations,ONL,13,12,1,1,0,0,0,0,0,0,0,0,0,0,27,"Lu, Zhenzhong L"
2025,Fall,2025-fa,ACCY,578,ACCY Analytics Appl - A,ONL,1,6,10,7,2,1,0,2,2,0,1,0,1,1,33,"Lu, Zhenzhong L"
2025,Fall,2025-fa,ACCY,578,ACCY Analytics Appl - B,ONL,25,1,1,0,0,0,0,0,0,0,1,0,0,0,28,"Nekrasz, Frank"
2025,Fall,2025-fa,ACCY,593,Atg and Finance for Managers,LCD,4,26,18,6,2,3,0,0,0,0,1,0,0,0,60,"Augusto Sampaio, Gerlando"
2025,Fall,2025-fa,ACCY,593,Atg and Finance for Managers,LCD,11,31,13,1,0,0,0,0,0,0,0,0,0,0,56,"Augusto Sampaio, Gerlando"
2025,Fall,2025-fa,ACCY,593,Atg and Finance for Managers,LCD,7,33,12,6,2,0,0,0,0,0,0,0,0,0,60,"Augusto Sampaio, Gerlando"
2025,Fall,2025-fa,ACCY,593,AI in Business,ONL,141,96,13,8,5,1,1,0,2,1,0,0,4,0,272,"Brunner, Robert J"
2025,Fall,2025-fa,ACE,100,Intro to Applied Micro,DIS,1,3,7,3,4,4,1,3,4,0,1,1,2,0,34,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,100,Intro to Applied Micro,DIS,1,8,5,3,7,2,4,2,1,1,0,1,0,0,35,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,100,Intro to Applied Micro,DIS,1,4,8,3,4,2,4,5,1,1,0,0,0,1,33,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,100,Intro to Applied Micro,DIS,1,3,5,2,9,6,1,1,1,1,1,3,0,0,34,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,100,Intro to Applied Micro,DIS,1,2,2,5,7,8,3,0,2,0,2,0,1,0,33,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,100,Intro to Applied Micro,DIS,4,9,2,2,7,1,5,2,1,1,1,0,0,0,35,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,123,Introduction to ACE,LEC,134,24,16,6,6,4,2,0,3,0,0,0,0,0,195,"Elmore, Ailie"
2025,Fall,2025-fa,ACE,161,Computer Concepts/Applications,LCD,0,18,0,0,6,0,0,0,0,0,0,0,0,0,24,"Ghorbani Vaghee, Khashaya"
2025,Fall,2025-fa,ACE,161,Computer Concepts/Applications,ONL,0,65,0,0,16,0,0,1,0,0,0,0,0,0,82,"Burnett, Meghan L"
2025,Fall,2025-fa,ACE,161,Computer Concepts/Applications,ONL,0,9,0,0,9,0,0,4,0,0,1,0,0,0,23,"Lo, Alexander C"
2025,Fall,2025-fa,ACE,199,Applied Statistics Lab,LBD,25,0,0,1,0,0,0,0,0,0,0,0,0,0,26,"Yim, Hyungsun"
2025,Fall,2025-fa,ACE,203,Intro to Public Policy & Law,LCD,3,18,9,8,0,3,1,0,0,0,0,0,0,0,42,"Coppess, Jonathan W"
2025,Fall,2025-fa,ACE,210,Environmental Econ & Policy,LEC,0,8,41,24,12,0,7,5,0,0,4,0,0,0,101,"Hochman, Gal"
2025,Fall,2025-fa,ACE,220,Introduction to Sales,LCD,2,9,14,12,14,1,3,1,0,0,1,0,0,0,57,"Elmore, Ailie"
2025,Fall,2025-fa,ACE,221,Negotiation,LCD,53,13,5,2,4,1,2,2,1,0,0,0,0,0,83,"Stoddard, Paul B"
2025,Fall,2025-fa,ACE,222,Agricultural Marketing,LCD,7,19,12,18,14,16,9,8,3,9,5,2,5,0,127,"Stoddard, Paul B"
2025,Fall,2025-fa,ACE,240,Personal Financial Planning,LEC,9,48,23,13,6,4,1,1,0,1,0,0,1,0,107,"Sanchez, Donovan"
2025,Fall,2025-fa,ACE,240,Personal Financial Planning,ONL,380,199,0,0,24,0,0,10,0,0,3,0,18,1,634,"Lemoine, Craig"
2025,Fall,2025-fa,ACE,243,Money and Happiness,LCD,0,14,11,4,3,2,1,0,0,0,0,0,0,0,35,"Sanchez, Donovan"
2025,Fall,2025-fa,ACE,251,The World Food Economy,OLC,29,98,51,32,17,11,9,9,2,2,0,3,5,0,268,"Michelson, Hope C"
2025,Fall,2025-fa,ACE,254,Economic Systems in Africa,LEC,3,13,9,3,0,0,0,0,0,0,0,0,0,0,28,"Herrera Almanza, Catalina"
2025,Fall,2025-fa,ACE,255,Econ of Food and Envir Justice,LEC,110,36,12,7,5,3,1,0,1,0,1,1,3,0,180,"Skidmore, Marin E"
2025,Fall,2025-fa,ACE,262,App Stat Mthds & Data AnlytcsI,LEC,9,42,22,25,21,10,12,6,4,3,5,4,2,1,165,"Gundersen, Lisa C"
2025,Fall,2025-fa,ACE,264,App Stat Mthds & Data Anlytcs2,LCD,6,21,13,15,18,10,8,3,2,2,1,1,2,0,102,"Dall'Erba, Sandy"
2025,Fall,2025-fa,ACE,270,Consumer Economics,LEC,23,33,12,7,6,3,0,0,0,0,0,0,1,0,85,"Taylor, Rebecca L"
2025,Fall,2025-fa,ACE,300,Interm. Applied Microeconomics,LEC,11,12,17,16,44,21,19,14,5,3,5,0,3,0,170,"Goodrich, Ryan J"
2025,Fall,2025-fa,ACE,310,Natural Resource Economics,LCD,1,0,2,2,3,9,3,7,0,0,0,0,0,0,27,"Atallah, Shady S"
2025,Fall,2025-fa,ACE,335,Food Marketing and Behavior,LCD,8,24,6,3,6,3,0,3,0,1,0,0,1,0,55,"Kalaitzandonake, Maria H"
2025,Fall,2025-fa,ACE,341,Issues in Cons Econ & Finance,LCD,32,5,3,0,0,1,0,0,0,0,0,0,0,0,41,"Sandler, Chaya S"
2025,Fall,2025-fa,ACE,341,Issues in Cons Econ & Finance,LCD,24,9,2,1,1,0,1,0,0,1,0,0,0,0,39,"Sandler, Chaya S"
2025,Fall,2025-fa,ACE,341,Contemp Issue Comm Fin Plng,LCD,17,40,0,0,10,0,0,3,0,0,0,0,0,0,70,"Elam, Seth S"
2025,Fall,2025-fa,ACE,341,Contemporary Issues in Policy,LCD,25,3,4,1,0,2,1,1,0,1,0,0,1,0,39,"March, Lindsay B"
2025,Fall,2025-fa,ACE,341,Issues in AgAccy and FinAg,LCD,22,33,0,0,3,0,0,0,0,0,0,0,0,0,58,"Helton, Caroline A"
2025,Fall,2025-fa,ACE,345,Small Business Finance,LCD,7,16,13,6,6,7,7,3,1,0,0,3,1,0,70,"Elmore, Ailie"
2025,Fall,2025-fa,ACE,346,Tax Policy and Finan Planning,LCD,46,46,20,16,16,5,5,5,1,0,0,0,0,0,160,"Breen, John"
2025,Fall,2025-fa,ACE,360,Spreadsheet Models & Applic,LBD,0,10,0,0,15,0,0,4,0,0,0,0,0,0,29,"Mashange, Gerald"
2025,Fall,2025-fa,ACE,360,Spreadsheet Models & Applic,LBD,0,20,0,0,8,0,0,0,0,0,0,0,0,0,28,"Burnett, Meghan L"
2025,Fall,2025-fa,ACE,406,Environmental Law,LCD,5,19,13,9,9,5,0,2,1,0,0,0,0,1,63,"Endres, A B"
2025,Fall,2025-fa,ACE,411,Environment and Development,LCD,5,13,15,6,3,1,2,0,0,1,1,0,0,0,47,"Janzen, Sarah A"
2025,Fall,2025-fa,ACE,427,Commodity Price Analysis,LCD,7,5,2,11,6,1,5,1,3,2,1,0,0,0,44,"Irwin, Scott H"
2025,Fall,2025-fa,ACE,428,Commodity Futures and Options,LCD,0,2,2,4,4,3,1,3,2,2,1,0,0,0,24,"Stoddard, Paul B"
2025,Fall,2025-fa,ACE,431,Agri-food Strategic Management,LCD,1,10,6,4,3,1,0,0,0,0,0,0,1,0,26,"Blumthal, Meredith"
2025,Fall,2025-fa,ACE,435,Global Agribusiness Management,LCD,0,27,8,9,11,6,1,5,1,0,2,0,0,3,70,"Schnitkey, Gary D"
2025,Fall,2025-fa,ACE,444,Finan Serv & Invest Plan,LCD,4,15,10,10,16,9,8,4,2,0,0,0,0,0,78,"Elmore, Ailie"
2025,Fall,2025-fa,ACE,445,Int Personal Fin & Estate Plan,LCD,0,17,0,0,51,0,0,9,0,0,2,0,0,0,79,"Sigauke, Tapiwa"
2025,Fall,2025-fa,ACE,455,Intl Trade in Food and Agr,LCD,3,9,5,6,12,5,3,1,0,0,0,0,1,0,45,"Ridley, William C"
2025,Fall,2025-fa,ACE,476,Behavioral Economics,LCD,3,3,4,6,4,5,0,0,0,0,0,0,0,0,25,"Valencia Rivamo, Christia"
2025,Fall,2025-fa,ACE,545,Risk and Decision-Making in Ag,ONL,0,37,0,0,0,0,1,0,0,0,0,0,0,0,38,"Paulson, Nicholas D"
2025,Fall,2025-fa,ACES,102,Intro Sustainable Food Systems,LCD,4,5,3,3,1,1,0,1,0,2,0,0,1,0,21,"McCoy, John E"
2025,Fall,2025-fa,ACES,123,ACES Orientation to Illinois,LCD,0,22,0,0,2,0,0,0,0,0,1,0,0,0,25,"Steinbrenner, Hannah N"
2025,Fall,2025-fa,ACES,179,History of Ag in IL Since 1860,ONL,0,22,6,7,0,1,0,0,0,0,1,0,0,0,37,"Reid, Debra A"
2025,Fall,2025-fa,ACES,179,History of Ag in IL Since 1860,ONL,0,14,10,5,3,4,1,0,0,0,0,0,0,0,37,"Reid, Debra A"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,25,10,0,0,1,0,0,1,0,0,1,0,1,0,39,"Goodreau, Adam"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,22,11,1,0,1,0,0,0,1,0,1,0,1,0,38,"Zhao, Zixuan"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,21,14,0,0,1,0,0,0,0,0,0,0,0,1,36,"Chick, Cherie"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,26,11,0,0,1,0,0,0,0,0,0,0,0,0,38,"Chick, Cherie"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,26,10,1,0,1,0,0,0,0,1,0,0,0,0,39,"Goodreau, Adam"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,30,4,1,0,0,0,0,1,0,1,1,0,0,0,38,"Chick, Cherie"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,17,11,1,0,0,0,0,2,0,1,0,0,0,0,32,"Goodreau, Adam"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,9,6,1,1,2,0,1,1,0,0,0,0,0,0,21,"Ji, Haochen"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,22,12,0,1,2,0,0,0,0,0,0,0,1,0,38,"Ji, Haochen"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,25,9,1,0,1,0,0,1,0,0,0,0,1,0,38,"Zhao, Zixuan"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,DIS,22,8,0,0,4,1,0,2,0,0,1,0,0,0,38,"Zhao, Zixuan"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,LCD,30,16,0,0,1,0,0,0,0,0,1,0,0,0,48,"Hall, Steven R"
2025,Fall,2025-fa,ADV,150,Introduction to Advertising,LCD,16,19,0,0,1,0,0,1,0,0,1,0,0,0,38,"Hall, Steven R"
2025,Fall,2025-fa,ADV,175,Intro to Multicultural Adverti,LCD,0,86,33,28,10,8,4,2,0,0,0,0,0,0,171,"Chambers, Jason P"
2025,Fall,2025-fa,ADV,200,Data Literacy,LAB,2,5,7,6,1,2,1,3,0,0,1,0,1,0,29,"Li, Yanbo"
2025,Fall,2025-fa,ADV,200,Data Literacy,LAB,1,10,7,4,0,1,0,1,1,1,2,0,0,0,28,"Li, Yanbo"
2025,Fall,2025-fa,ADV,200,Data Literacy,LAB,1,11,3,2,0,2,1,3,1,0,1,0,0,2,25,"Li, Yanbo"
2025,Fall,2025-fa,ADV,201,Personal Branding,ONL,54,62,30,30,13,5,4,3,3,4,2,2,7,0,219,"Oh, Sanghwa"
2025,Fall,2025-fa,ADV,250,Advertising and Brand Strategy,LEC,66,90,6,6,3,0,4,2,0,0,0,0,1,0,178,"Hitchon, Jacqueline C"
2025,Fall,2025-fa,ADV,270,Principles of Sales,LCD,17,22,6,5,9,4,1,1,1,1,1,2,1,0,71,"Clifton, Dionne J"
2025,Fall,2025-fa,ADV,281,Advertising Research Methods,LAB,0,0,3,5,2,5,1,2,2,1,0,0,1,0,22,"Rahman, Nisa P"
2025,Fall,2025-fa,ADV,281,Advertising Research Methods,LAB,7,3,8,1,2,3,1,1,1,2,1,0,2,0,32,"Rahman, Nisa P"
2025,Fall,2025-fa,ADV,281,Advertising Research Methods,LAB,9,2,7,1,2,3,1,0,1,2,1,1,0,0,30,"Rahman, Nisa P"
2025,Fall,2025-fa,ADV,281,Advertising Research Methods,LAB,5,4,3,2,2,5,6,0,1,1,0,2,0,0,31,"Voskoboynikova, Alexandra"
2025,Fall,2025-fa,ADV,284,Consumer Insight,DIS,0,11,7,5,2,2,1,0,0,1,0,0,0,0,29,"Liu, Yan"
2025,Fall,2025-fa,ADV,284,Consumer Insight,DIS,0,11,6,7,5,0,0,0,0,1,0,0,0,0,30,"Jois, Tunga M"
2025,Fall,2025-fa,ADV,284,Consumer Insight,DIS,0,3,5,11,5,2,1,2,0,0,0,0,0,0,29,"Jois, Tunga M"
2025,Fall,2025-fa,ADV,284,Consumer Insight,DIS,0,11,7,4,5,0,0,2,0,0,0,0,0,0,29,"He, Xiaohua"
2025,Fall,2025-fa,ADV,284,Consumer Insight,DIS,0,6,7,9,6,1,0,1,0,0,0,0,0,0,30,"Liu, Yan"
2025,Fall,2025-fa,ADV,290,Experiential Branding,LCD,21,10,4,0,2,0,0,0,0,0,0,0,0,0,37,"Heede, Margaret N"
2025,Fall,2025-fa,ADV,301,Becoming an Influencer,LCD,24,30,9,5,11,1,0,5,0,0,0,0,2,0,87,"Wilson, Carrie A"
2025,Fall,2025-fa,ADV,305,AdTech and the Digital World,LCD,118,14,5,6,3,0,1,1,0,0,0,1,0,0,149,"Yao, Mike Z"
2025,Fall,2025-fa,ADV,310,Intro to Public Relations,LCD,19,29,26,22,15,3,6,3,3,1,1,0,3,0,131,"Yang, Guolan"
2025,Fall,2025-fa,ADV,314,Sports Public Relations,LCD,30,2,4,0,3,0,1,0,0,0,0,0,0,0,40,"Brown, Kent W"
2025,Fall,2025-fa,ADV,320,Sales Management,ONL,75,7,5,7,7,1,1,1,0,1,1,0,2,0,108,"Clifton, Dionne J"
2025,Fall,2025-fa,ADV,350,Writing for Public Relations,LCD,0,15,2,0,1,1,0,0,0,0,0,0,2,0,21,"Vance, Allison C"
2025,Fall,2025-fa,ADV,360,Innovations in Advertising,DIS,0,19,6,1,3,1,0,2,0,0,1,0,0,0,33,"Park, Se Il"
2025,Fall,2025-fa,ADV,360,Innovations in Advertising,DIS,0,17,10,1,1,0,0,1,1,0,0,0,2,0,33,"Park, Se Il"
2025,Fall,2025-fa,ADV,360,Innovations in Advertising,DIS,0,9,6,4,3,0,3,1,1,0,0,0,1,0,28,"Kim, Seoyoung"
2025,Fall,2025-fa,ADV,360,Innovations in Advertising,DIS,0,20,3,1,4,0,1,1,1,0,1,0,0,0,32,"Kim, Seoyoung"
2025,Fall,2025-fa,ADV,360,Innovations in Advertising,DIS,0,10,6,3,4,7,2,0,1,0,0,0,0,0,33,"Cho, Bo Ram"
2025,Fall,2025-fa,ADV,370,Sales and the Consumer,ONL,72,23,6,7,1,2,1,1,0,0,0,1,1,0,115,"Clifton, Dionne J"
2025,Fall,2025-fa,ADV,376,Global Advertising,LCD,0,16,9,6,3,1,1,0,0,0,0,1,1,0,38,"Pierre, Louvins"
2025,Fall,2025-fa,ADV,378,Psychology of Advertising,LCD,11,8,0,0,2,1,0,0,1,0,0,0,3,0,26,"Vargas, Patrick T"
2025,Fall,2025-fa,ADV,390,Content Creation,LCD,0,85,33,8,10,3,0,1,0,0,0,0,0,0,140,"Meron, Shachar"
